"product_id","product_name","text","category","source","created_at","review_id","rating","firmware_version","component_focus"
"FP1001","Personal Care","theek thaak hai","Personal Care","csv","2026-03-01 02:00:00","R-FP1001-000","2","v3.8","software"
"FP1001","Personal Care","The speed of this Personal Care is poor. fast performance is noted.","Personal Care","csv","2026-03-02 03:48:00","R-FP1001-002","4","v1.0","speed"
"FP1001","Personal Care","The software of this Personal Care is poor. app performance is noted.","Personal Care","csv","2026-03-02 16:00:00","R-FP1001-005","4","v1.2","software"
"FP1001","Personal Care","The battery of this Personal Care is excellent. charging performance is noted.","Personal Care","csv","2026-03-03 17:12:00","R-FP1001-008","3","v3.3","battery"
"FP1001","Personal Care","theek thaak hai","Personal Care","csv","2026-03-03 15:00:00","R-FP1001-010","2","v3.5","camera"
"FP1001","Personal Care","The speed of this Personal Care is poor. slow performance is noted.","Personal Care","csv","2026-03-04 01:12:00","R-FP1001-013","4","v3.6","speed"
"FP1001","Personal Care","The speed of this Personal Care is poor. fast performance is noted.","Personal Care","csv","2026-03-04 19:24:00","R-FP1001-016","2","v1.3","speed"
"FP1001","Personal Care","The delivery of this Personal Care is decent. courier performance is noted.","Personal Care","csv","2026-03-05 07:12:00","R-FP1001-018","2","v1.8","delivery"
"FP1001","Personal Care","The speed of this Personal Care is poor. fast performance is noted.","Personal Care","csv","2026-03-06 05:24:00","R-FP1001-021","2","v3.8","speed"
"FP1001","Personal Care","expensive is okay 😡","Personal Care","csv","2026-03-07 03:36:00","R-FP1001-024","5","v2.5","price"
"FP1001","Personal Care","The display of this Personal Care is decent. colors performance is noted.","Personal Care","csv","2026-03-07 04:24:00","R-FP1001-026","1","v2.8","display"
"FP1001","Personal Care","The packaging of this Personal Care is excellent. shipping performance is noted.","Personal Care","csv","2026-03-08 08:36:00","R-FP1001-029","1","v1.4","packaging"
"FP1001","Personal Care","The packaging of this Personal Care is poor. packed performance is noted.","Personal Care","csv","2026-03-08 14:48:00","R-FP1001-032","1","v2.3","packaging"
"FP1001","Personal Care","The price of this Personal Care is excellent. worth performance is noted.","Personal Care","csv","2026-03-09 07:36:00","R-FP1001-034","4","v3.4","price"
"FP1001","Personal Care","The software of this Personal Care is poor. bugs performance is noted.","Personal Care","csv","2026-03-10 05:48:00","R-FP1001-037","5","v3.6","software"
"FP1001","Personal Care","theek thaak hai","Personal Care","csv","2026-03-10 01:00:00","R-FP1001-040","5","v1.3","camera"
"FP1001","Personal Care","The support of this Personal Care is decent. customer service performance is noted.","Personal Care","csv","2026-03-10 21:48:00","R-FP1001-042","4","v1.4","support"
"FP1001","Personal Care","what a great camera... not","Personal Care","csv","2026-03-11 05:00:00","R-FP1001-045","5","v3.2","camera"
"FP1001","Personal Care","courier is great 🔥","Personal Care","csv","2026-03-12 10:12:00","R-FP1001-048","4","v1.0","delivery"
"FP1001","Personal Care","The software of this Personal Care is decent. update performance is noted.","Personal Care","csv","2026-03-13 02:00:00","R-FP1001-050","3","v3.4","display"
"FP1001","Personal Care","The display of this Personal Care is excellent. screen performance is noted.","Personal Care","csv","2026-03-13 16:12:00","R-FP1001-053","1","v3.2","display"
"FP1001","Personal Care","The delivery of this Personal Care is decent. courier performance is noted.","Personal Care","csv","2026-03-14 13:24:00","R-FP1001-056","4","v2.0","delivery"
"FP1001","Personal Care","The battery of this Personal Care is decent. charging performance is noted.","Personal Care","csv","2026-03-14 20:12:00","R-FP1001-058","3","v2.1","battery"
"FP1001","Personal Care","The packaging of this Personal Care is poor. shipping performance is noted.","Personal Care","csv","2026-03-15 10:24:00","R-FP1001-061","3","v1.1","packaging"
"FP1001","Personal Care","The price of this Personal Care is decent. worth performance is noted.","Personal Care","csv","2026-03-16 02:36:00","R-FP1001-064","2","v2.0","price"
"FP1001","Personal Care","The support of this Personal Care is excellent. customer service performance is noted.","Personal Care","csv","2026-03-16 09:24:00","R-FP1001-066","4","v3.9","support"
"FP1001","Personal Care","The battery of this Personal Care is poor. charging performance is noted.","Personal Care","csv","2026-03-17 03:36:00","R-FP1001-069","4","v3.1","battery"
"FP1001","Personal Care","colors is great 😡","Personal Care","csv","2026-03-17 18:48:00","R-FP1001-072","4","v3.9","display"
"FP1001","Personal Care","The delivery of this Personal Care is decent. late performance is noted.","Personal Care","csv","2026-03-18 14:36:00","R-FP1001-074","2","v1.2","delivery"
"FP1001","Personal Care","The price of this Personal Care is decent. cheap performance is noted.","Personal Care","csv","2026-03-18 16:48:00","R-FP1001-077","5","v1.7","price"
"FP1001","Personal Care","theek thaak hai","Personal Care","csv","2026-03-19 20:00:00","R-FP1001-080","5","v2.7","speed"
"FP1001","Personal Care","The support of this Personal Care is excellent. customer service performance is noted.","Personal Care","csv","2026-03-19 20:48:00","R-FP1001-082","2","v1.2","support"
"FP1001","Personal Care","The packaging of this Personal Care is decent. packed performance is noted.","Personal Care","csv","2026-03-21 02:00:00","R-FP1001-085","4","v2.9","packaging"
"FP1001","Personal Care","The display of this Personal Care is decent. colors performance is noted.","Personal Care","csv","2026-03-20 21:12:00","R-FP1001-088","4","v2.7","display"
"FP1001","Personal Care","bohot badiya product hai","Personal Care","csv","2026-03-22 00:00:00","R-FP1001-090","5","v3.8","display"
"FP1001","Personal Care","The support of this Personal Care is poor. refund performance is noted.","Personal Care","csv","2026-03-21 22:12:00","R-FP1001-093","2","v2.6","support"
"FP1001","Personal Care","battery life is okay 😊","Personal Care","csv","2026-03-23 12:24:00","R-FP1001-096","5","v1.5","battery"
"FP1001","Personal Care","The packaging of this Personal Care is decent. delivery performance is noted.","Personal Care","csv","2026-03-23 18:12:00","R-FP1001-098","1","v1.1","packaging"
"FP1001","Personal Care","The speed of this Personal Care is excellent. lag performance is noted.","Personal Care","csv","2026-03-24 00:24:00","R-FP1001-101","4","v3.2","speed"
"FP1001","Personal Care","The speed of this Personal Care is poor. performance performance is noted.","Personal Care","csv","2026-03-24 22:36:00","R-FP1001-104","4","v2.1","speed"
"FP1001","Personal Care","The packaging of this Personal Care is excellent. box performance is noted.","Personal Care","csv","2026-03-25 10:24:00","R-FP1001-106","5","v1.8","packaging"
"FP1001","Personal Care","The software of this Personal Care is decent. app performance is noted.","Personal Care","csv","2026-03-25 18:36:00","R-FP1001-109","2","v2.9","software"
"FP1001","Personal Care","The packaging of this Personal Care is excellent. packed performance is noted.","Personal Care","csv","2026-03-26 05:48:00","R-FP1001-112","5","v1.4","packaging"
"FP1001","Personal Care","The battery of this Personal Care is poor. backup performance is noted.","Personal Care","csv","2026-03-27 06:36:00","R-FP1001-114","1","v3.8","battery"
"FP1001","Personal Care","The price of this Personal Care is poor. money performance is noted.","Personal Care","csv","2026-03-27 16:48:00","R-FP1001-117","5","v2.2","price"
"FP1001","Personal Care","quality achi nahi hai","Personal Care","csv","2026-03-28 16:00:00","R-FP1001-120","3","v2.9","speed"
"FP1001","Personal Care","The battery of this Personal Care is excellent. backup performance is noted.","Personal Care","csv","2026-03-28 10:48:00","R-FP1001-122","4","v1.9","battery"
"FP1001","Personal Care","REALLY BAD REALLY BAD","Personal Care","csv","2026-03-29 22:00:00","R-FP1001-125","5","v1.3","speed"
"FP1001","Personal Care","The price of this Personal Care is poor. worth performance is noted.","Personal Care","csv","2026-03-30 06:12:00","R-FP1001-128","4","v1.9","price"
"FP1001","Personal Care","theek thaak hai","Personal Care","csv","2026-03-30 19:00:00","R-FP1001-130","5","v2.0","speed"
"FP1001","Personal Care","The battery of this Personal Care is excellent. battery life performance is noted.","Personal Care","csv","2026-03-31 05:12:00","R-FP1001-133","3","v2.8","battery"
"FP1001","Personal Care","The display of this Personal Care is decent. colors performance is noted.","Personal Care","csv","2026-03-31 15:24:00","R-FP1001-136","5","v1.5","display"
"FP1001","Personal Care","The speed of this Personal Care is poor. performance performance is noted.","Personal Care","csv","2026-04-01 20:12:00","R-FP1001-138","3","v3.8","speed"
"FP1001","Personal Care","The speed of this Personal Care is excellent. lag performance is noted.","Personal Care","csv","2026-04-02 08:24:00","R-FP1001-141","3","v1.6","speed"
"FP1001","Personal Care","interface is okay 😊","Personal Care","csv","2026-04-02 21:36:00","R-FP1001-144","1","v3.9","software"
"FP1001","Personal Care","The price of this Personal Care is excellent. expensive performance is noted.","Personal Care","csv","2026-04-03 10:24:00","R-FP1001-146","4","v3.7","price"
"FP1001","Personal Care","The software of this Personal Care is excellent. interface performance is noted.","Personal Care","csv","2026-04-04 04:36:00","R-FP1001-149","1","v3.7","software"
"FP1001","Personal Care","The price of this Personal Care is excellent. cheap performance is noted.","Personal Care","csv","2026-04-05 01:48:00","R-FP1001-152","4","v2.0","price"
"FP1001","Personal Care","The battery of this Personal Care is poor. battery life performance is noted.","Personal Care","csv","2026-04-04 21:36:00","R-FP1001-154","4","v3.0","battery"
"FP1001","Personal Care","The battery of this Personal Care is decent. battery life performance is noted.","Personal Care","csv","2026-04-05 19:48:00","R-FP1001-157","2","v1.4","battery"
"FP1001","Personal Care","quality achi nahi hai","Personal Care","csv","2026-04-06 18:00:00","R-FP1001-160","5","v2.4","display"
"FP1001","Personal Care","The support of this Personal Care is decent. refund performance is noted.","Personal Care","csv","2026-04-07 01:48:00","R-FP1001-162","5","v1.0","support"
"FP1001","Personal Care","yeah right, very durable","Personal Care","csv","2026-04-07 05:00:00","R-FP1001-165","2","v1.6","camera"
"FP1001","Personal Care","courier is great 👎","Personal Care","csv","2026-04-08 09:12:00","R-FP1001-168","5","v1.3","delivery"
"FP1001","Personal Care","superb packing","Personal Care","csv","2026-04-08 23:00:00","R-FP1001-170","5","v1.1","packaging"
"FP1001","Personal Care","The delivery of this Personal Care is poor. ontime performance is noted.","Personal Care","csv","2026-04-09 21:12:00","R-FP1001-173","3","v1.0","delivery"
"FP1001","Personal Care","The price of this Personal Care is excellent. worth performance is noted.","Personal Care","csv","2026-04-09 20:24:00","R-FP1001-176","3","v2.1","price"
"FP1001","Personal Care","The display of this Personal Care is excellent. brightness performance is noted.","Personal Care","csv","2026-04-10 06:12:00","R-FP1001-178","4","v1.5","display"
"FP1001","Personal Care","The delivery of this Personal Care is decent. ontime performance is noted.","Personal Care","csv","2026-04-10 23:24:00","R-FP1001-181","4","v3.7","delivery"
"FP1001","Personal Care","The price of this Personal Care is decent. worth performance is noted.","Personal Care","csv","2026-04-11 15:36:00","R-FP1001-184","3","v2.0","price"
"FP1001","Personal Care","The packaging of this Personal Care is poor. shipping performance is noted.","Personal Care","csv","2026-04-12 01:24:00","R-FP1001-186","3","v1.1","packaging"
"FP1001","Personal Care","The speed of this Personal Care is poor. lag performance is noted.","Personal Care","csv","2026-04-12 12:36:00","R-FP1001-189","3","v1.2","speed"
"FP1001","Personal Care","refund is great 🤮","Personal Care","csv","2026-04-13 14:48:00","R-FP1001-192","4","v3.6","support"
"FP1001","Personal Care","The support of this Personal Care is poor. helpdesk performance is noted.","Personal Care","csv","2026-04-14 07:36:00","R-FP1001-194","2","v2.0","support"
"FP1001","Personal Care","The price of this Personal Care is excellent. worth performance is noted.","Personal Care","csv","2026-04-15 06:48:00","R-FP1001-197","3","v3.7","price"
"FP1002","Home Care","bohot badiya product hai","Home Care","csv","2026-03-01 03:00:00","R-FP1002-000","4","v1.7","speed"
"FP1002","Home Care","The battery of this Home Care is poor. charging performance is noted.","Home Care","csv","2026-03-02 00:48:00","R-FP1002-002","3","v3.0","battery"
"FP1002","Home Care","The software of this Home Care is decent. update performance is noted.","Home Care","csv","2026-03-02 18:00:00","R-FP1002-005","1","v2.7","software"
"FP1002","Home Care","The battery of this Home Care is excellent. backup performance is noted.","Home Care","csv","2026-03-03 12:12:00","R-FP1002-008","2","v3.2","battery"
"FP1002","Home Care","quality achi nahi hai","Home Care","csv","2026-03-04 05:00:00","R-FP1002-010","3","v1.3","packaging"
"FP1002","Home Care","The delivery of this Home Care is excellent. ontime performance is noted.","Home Care","csv","2026-03-04 11:12:00","R-FP1002-013","3","v3.6","delivery"
"FP1002","Home Care","The packaging of this Home Care is poor. shipping performance is noted.","Home Care","csv","2026-03-04 23:24:00","R-FP1002-016","5","v3.4","packaging"
"FP1002","Home Care","The packaging of this Home Care is excellent. packed performance is noted.","Home Care","csv","2026-03-05 18:12:00","R-FP1002-018","1","v1.9","packaging"
"FP1002","Home Care","The speed of this Home Care is poor. slow performance is noted.","Home Care","csv","2026-03-06 01:24:00","R-FP1002-021","2","v1.2","speed"
"FP1002","Home Care","ontime is great 👍","Home Care","csv","2026-03-06 11:36:00","R-FP1002-024","2","v1.2","delivery"
"FP1002","Home Care","The battery of this Home Care is poor. charging performance is noted.","Home Care","csv","2026-03-07 18:24:00","R-FP1002-026","3","v3.3","battery"
"FP1002","Home Care","The display of this Home Care is excellent. screen performance is noted.","Home Care","csv","2026-03-08 07:36:00","R-FP1002-029","1","v3.1","display"
"FP1002","Home Care","The price of this Home Care is decent. worth performance is noted.","Home Care","csv","2026-03-08 17:48:00","R-FP1002-032","4","v2.7","price"
"FP1002","Home Care","The speed of this Home Care is excellent. lag performance is noted.","Home Care","csv","2026-03-09 04:36:00","R-FP1002-034","3","v2.5","speed"
"FP1002","Home Care","The speed of this Home Care is decent. slow performance is noted.","Home Care","csv","2026-03-09 10:48:00","R-FP1002-037","1","v2.4","speed"
"FP1002","Home Care","bohot badiya product hai","Home Care","csv","2026-03-10 21:00:00","R-FP1002-040","3","v1.2","battery"
"FP1002","Home Care","The battery of this Home Care is poor. charging performance is noted.","Home Care","csv","2026-03-10 14:48:00","R-FP1002-042","1","v2.8","battery"
"FP1002","Home Care","thanks for nothing","Home Care","csv","2026-03-11 12:00:00","R-FP1002-045","4","v3.1","software"
"FP1002","Home Care","expensive is okay 🔥","Home Care","csv","2026-03-12 06:12:00","R-FP1002-048","5","v3.6","price"
"FP1002","Home Care","The software of this Home Care is excellent. interface performance is noted.","Home Care","csv","2026-03-13 05:00:00","R-FP1002-050","3","v2.3","speed"
"FP1002","Home Care","The camera of this Home Care is excellent. photo performance is noted.","Home Care","csv","2026-03-13 07:12:00","R-FP1002-053","2","v1.1","camera"
"FP1002","Home Care","The software of this Home Care is decent. app performance is noted.","Home Care","csv","2026-03-13 21:24:00","R-FP1002-056","5","v2.1","software"
"FP1002","Home Care","The support of this Home Care is decent. customer service performance is noted.","Home Care","csv","2026-03-14 05:12:00","R-FP1002-058","1","v2.1","support"
"FP1002","Home Care","The packaging of this Home Care is poor. packed performance is noted.","Home Care","csv","2026-03-14 19:24:00","R-FP1002-061","5","v3.0","packaging"
"FP1002","Home Care","The camera of this Home Care is poor. lens performance is noted.","Home Care","csv","2026-03-16 01:36:00","R-FP1002-064","4","v1.4","camera"
"FP1002","Home Care","The packaging of this Home Care is decent. box performance is noted.","Home Care","csv","2026-03-16 17:24:00","R-FP1002-066","4","v3.0","packaging"
"FP1002","Home Care","The battery of this Home Care is excellent. backup performance is noted.","Home Care","csv","2026-03-17 00:36:00","R-FP1002-069","1","v3.8","battery"
"FP1002","Home Care","interface is bad 👍","Home Care","csv","2026-03-17 11:48:00","R-FP1002-072","5","v3.4","software"
"FP1002","Home Care","The support of this Home Care is decent. customer service performance is noted.","Home Care","csv","2026-03-17 22:36:00","R-FP1002-074","1","v3.4","support"
"FP1002","Home Care","The camera of this Home Care is poor. clear performance is noted.","Home Care","csv","2026-03-18 08:48:00","R-FP1002-077","4","v3.0","camera"
"FP1002","Home Care","theek thaak hai","Home Care","csv","2026-03-19 11:00:00","R-FP1002-080","3","v3.9","support"
"FP1002","Home Care","The speed of this Home Care is poor. performance performance is noted.","Home Care","csv","2026-03-20 03:48:00","R-FP1002-082","2","v3.5","speed"
"FP1002","Home Care","The support of this Home Care is excellent. customer service performance is noted.","Home Care","csv","2026-03-20 06:00:00","R-FP1002-085","2","v1.6","support"
"FP1002","Home Care","The delivery of this Home Care is decent. ontime performance is noted.","Home Care","csv","2026-03-20 22:12:00","R-FP1002-088","4","v1.7","delivery"
"FP1002","Home Care","bohot badiya product hai","Home Care","csv","2026-03-22 02:00:00","R-FP1002-090","4","v3.6","speed"
"FP1002","Home Care","The support of this Home Care is excellent. refund performance is noted.","Home Care","csv","2026-03-22 20:12:00","R-FP1002-093","3","v1.1","support"
"FP1002","Home Care","photo is great 🤮","Home Care","csv","2026-03-23 02:24:00","R-FP1002-096","4","v3.1","camera"
"FP1002","Home Care","The display of this Home Care is excellent. colors performance is noted.","Home Care","csv","2026-03-23 02:12:00","R-FP1002-098","1","v1.2","display"
"FP1002","Home Care","The support of this Home Care is poor. customer service performance is noted.","Home Care","csv","2026-03-24 06:24:00","R-FP1002-101","2","v2.3","support"
"FP1002","Home Care","The speed of this Home Care is decent. slow performance is noted.","Home Care","csv","2026-03-25 06:36:00","R-FP1002-104","2","v1.8","speed"
"FP1002","Home Care","The speed of this Home Care is poor. lag performance is noted.","Home Care","csv","2026-03-25 12:24:00","R-FP1002-106","3","v3.0","speed"
"FP1002","Home Care","The battery of this Home Care is excellent. backup performance is noted.","Home Care","csv","2026-03-26 07:36:00","R-FP1002-109","5","v1.9","battery"
"FP1002","Home Care","The delivery of this Home Care is excellent. late performance is noted.","Home Care","csv","2026-03-27 02:48:00","R-FP1002-112","5","v3.4","delivery"
"FP1002","Home Care","The display of this Home Care is excellent. screen performance is noted.","Home Care","csv","2026-03-27 05:36:00","R-FP1002-114","4","v2.0","display"
"FP1002","Home Care","The speed of this Home Care is excellent. slow performance is noted.","Home Care","csv","2026-03-27 14:48:00","R-FP1002-117","1","v3.6","speed"
"FP1002","Home Care","waste of money hai","Home Care","csv","2026-03-28 02:00:00","R-FP1002-120","4","v2.3","packaging"
"FP1002","Home Care","The price of this Home Care is decent. worth performance is noted.","Home Care","csv","2026-03-28 22:48:00","R-FP1002-122","1","v3.9","price"
"FP1002","Home Care","REALLY BAD REALLY BAD","Home Care","csv","2026-03-29 19:00:00","R-FP1002-125","3","v1.3","display"
"FP1002","Home Care","The speed of this Home Care is decent. performance performance is noted.","Home Care","csv","2026-03-29 22:12:00","R-FP1002-128","2","v3.9","speed"
"FP1002","Home Care","theek thaak hai","Home Care","csv","2026-03-30 16:00:00","R-FP1002-130","2","v2.0","software"
"FP1002","Home Care","The speed of this Home Care is poor. slow performance is noted.","Home Care","csv","2026-03-31 00:12:00","R-FP1002-133","1","v3.6","speed"
"FP1002","Home Care","The software of this Home Care is poor. update performance is noted.","Home Care","csv","2026-03-31 14:24:00","R-FP1002-136","5","v2.8","software"
"FP1002","Home Care","The software of this Home Care is decent. update performance is noted.","Home Care","csv","2026-04-01 12:12:00","R-FP1002-138","2","v3.3","software"
"FP1002","Home Care","The battery of this Home Care is excellent. backup performance is noted.","Home Care","csv","2026-04-02 12:24:00","R-FP1002-141","4","v2.5","battery"
"FP1002","Home Care","performance is okay 😞","Home Care","csv","2026-04-02 19:36:00","R-FP1002-144","3","v1.0","speed"
"FP1002","Home Care","The battery of this Home Care is decent. charging performance is noted.","Home Care","csv","2026-04-03 14:24:00","R-FP1002-146","4","v3.6","battery"
"FP1002","Home Care","The packaging of this Home Care is poor. packed performance is noted.","Home Care","csv","2026-04-04 11:36:00","R-FP1002-149","4","v2.8","packaging"
"FP1002","Home Care","The battery of this Home Care is poor. backup performance is noted.","Home Care","csv","2026-04-04 08:48:00","R-FP1002-152","3","v2.9","battery"
"FP1002","Home Care","The camera of this Home Care is poor. clear performance is noted.","Home Care","csv","2026-04-05 03:36:00","R-FP1002-154","3","v3.7","camera"
"FP1002","Home Care","The display of this Home Care is poor. screen performance is noted.","Home Care","csv","2026-04-05 18:48:00","R-FP1002-157","4","v1.0","display"
"FP1002","Home Care","superb packing","Home Care","csv","2026-04-06 12:00:00","R-FP1002-160","5","v2.5","delivery"
"FP1002","Home Care","The packaging of this Home Care is excellent. box performance is noted.","Home Care","csv","2026-04-07 07:48:00","R-FP1002-162","4","v2.9","packaging"
"FP1002","Home Care","thanks for nothing","Home Care","csv","2026-04-07 06:00:00","R-FP1002-165","5","v1.5","software"
"FP1002","Home Care","box is great 👎","Home Care","csv","2026-04-08 17:12:00","R-FP1002-168","1","v1.8","packaging"
"FP1002","Home Care","quality achi nahi hai","Home Care","csv","2026-04-08 16:00:00","R-FP1002-170","3","v1.1","packaging"
"FP1002","Home Care","The speed of this Home Care is excellent. slow performance is noted.","Home Care","csv","2026-04-09 21:12:00","R-FP1002-173","3","v3.9","speed"
"FP1002","Home Care","The display of this Home Care is decent. colors performance is noted.","Home Care","csv","2026-04-10 06:24:00","R-FP1002-176","5","v3.7","display"
"FP1002","Home Care","The speed of this Home Care is decent. slow performance is noted.","Home Care","csv","2026-04-10 02:12:00","R-FP1002-178","2","v3.8","speed"
"FP1002","Home Care","The delivery of this Home Care is decent. courier performance is noted.","Home Care","csv","2026-04-11 04:24:00","R-FP1002-181","2","v3.1","delivery"
"FP1002","Home Care","The speed of this Home Care is excellent. performance performance is noted.","Home Care","csv","2026-04-11 22:36:00","R-FP1002-184","5","v1.3","speed"
"FP1002","Home Care","The speed of this Home Care is poor. lag performance is noted.","Home Care","csv","2026-04-12 08:24:00","R-FP1002-186","5","v3.9","speed"
"FP1002","Home Care","The battery of this Home Care is excellent. battery life performance is noted.","Home Care","csv","2026-04-12 15:36:00","R-FP1002-189","5","v3.3","battery"
"FP1002","Home Care","ontime is okay 👍","Home Care","csv","2026-04-13 21:48:00","R-FP1002-192","1","v1.9","delivery"
"FP1002","Home Care","The price of this Home Care is decent. cheap performance is noted.","Home Care","csv","2026-04-13 18:36:00","R-FP1002-194","1","v3.3","price"
"FP1002","Home Care","The camera of this Home Care is decent. clear performance is noted.","Home Care","csv","2026-04-14 23:48:00","R-FP1002-197","4","v2.1","camera"
"FP1003","Food & Beverage","quality achi nahi hai","Food & Beverage","csv","2026-03-01 13:00:00","R-FP1003-000","3","v2.6","packaging"
"FP1003","Food & Beverage","The display of this Food & Beverage is excellent. brightness performance is noted.","Food & Beverage","csv","2026-03-01 12:48:00","R-FP1003-002","1","v2.8","display"
"FP1003","Food & Beverage","The battery of this Food & Beverage is decent. backup performance is noted.","Food & Beverage","csv","2026-03-02 11:00:00","R-FP1003-005","2","v3.0","battery"
"FP1003","Food & Beverage","The speed of this Food & Beverage is excellent. performance performance is noted.","Food & Beverage","csv","2026-03-02 19:12:00","R-FP1003-008","3","v3.2","speed"
"FP1003","Food & Beverage","theek thaak hai","Food & Beverage","csv","2026-03-03 06:00:00","R-FP1003-010","5","v3.3","speed"
"FP1003","Food & Beverage","The camera of this Food & Beverage is poor. photo performance is noted.","Food & Beverage","csv","2026-03-04 04:12:00","R-FP1003-013","5","v3.0","camera"
