"product_id","product_name","text","category","source","created_at","review_id","rating","firmware_version","component_focus"
"FP1003","Food & Beverage","The display of this Food & Beverage is decent. brightness performance is noted.","Food & Beverage","csv","2026-03-05 11:24:00","R-FP1003-016","3","v2.5","display"
"FP1003","Food & Beverage","The delivery of this Food & Beverage is poor. late performance is noted.","Food & Beverage","csv","2026-03-05 20:12:00","R-FP1003-018","3","v2.0","delivery"
"FP1003","Food & Beverage","The price of this Food & Beverage is excellent. cheap performance is noted.","Food & Beverage","csv","2026-03-05 17:24:00","R-FP1003-021","4","v3.7","price"
"FP1003","Food & Beverage","worth is great 🤮","Food & Beverage","csv","2026-03-07 00:36:00","R-FP1003-024","5","v2.0","price"
"FP1003","Food & Beverage","The packaging of this Food & Beverage is decent. box performance is noted.","Food & Beverage","csv","2026-03-07 10:24:00","R-FP1003-026","5","v2.8","packaging"
"FP1003","Food & Beverage","The battery of this Food & Beverage is decent. backup performance is noted.","Food & Beverage","csv","2026-03-08 05:36:00","R-FP1003-029","4","v1.7","battery"
"FP1003","Food & Beverage","The support of this Food & Beverage is decent. helpdesk performance is noted.","Food & Beverage","csv","2026-03-09 01:48:00","R-FP1003-032","2","v3.2","support"
"FP1003","Food & Beverage","The display of this Food & Beverage is excellent. brightness performance is noted.","Food & Beverage","csv","2026-03-09 07:36:00","R-FP1003-034","3","v2.8","display"
"FP1003","Food & Beverage","The camera of this Food & Beverage is decent. photo performance is noted.","Food & Beverage","csv","2026-03-09 12:48:00","R-FP1003-037","1","v2.8","camera"
"FP1003","Food & Beverage","superb packing","Food & Beverage","csv","2026-03-10 18:00:00","R-FP1003-040","5","v3.5","camera"
"FP1003","Food & Beverage","The support of this Food & Beverage is excellent. customer service performance is noted.","Food & Beverage","csv","2026-03-10 21:48:00","R-FP1003-042","4","v3.3","support"
"FP1003","Food & Beverage","thanks for nothing","Food & Beverage","csv","2026-03-11 18:00:00","R-FP1003-045","1","v2.4","packaging"
"FP1003","Food & Beverage","slow is okay 👍","Food & Beverage","csv","2026-03-12 13:12:00","R-FP1003-048","3","v2.8","speed"
"FP1003","Food & Beverage","The battery of this Food & Beverage is excellent. battery life performance is noted.","Food & Beverage","csv","2026-03-13 02:00:00","R-FP1003-050","2","v1.6","speed"
"FP1003","Food & Beverage","The software of this Food & Beverage is decent. update performance is noted.","Food & Beverage","csv","2026-03-13 15:12:00","R-FP1003-053","2","v2.2","software"
"FP1003","Food & Beverage","The packaging of this Food & Beverage is decent. shipping performance is noted.","Food & Beverage","csv","2026-03-14 13:24:00","R-FP1003-056","1","v1.3","packaging"
"FP1003","Food & Beverage","The support of this Food & Beverage is poor. customer service performance is noted.","Food & Beverage","csv","2026-03-14 04:12:00","R-FP1003-058","3","v2.7","support"
"FP1003","Food & Beverage","The software of this Food & Beverage is decent. interface performance is noted.","Food & Beverage","csv","2026-03-14 19:24:00","R-FP1003-061","5","v2.0","software"
"FP1003","Food & Beverage","The speed of this Food & Beverage is poor. performance performance is noted.","Food & Beverage","csv","2026-03-15 17:36:00","R-FP1003-064","4","v1.3","speed"
"FP1003","Food & Beverage","The software of this Food & Beverage is decent. app performance is noted.","Food & Beverage","csv","2026-03-16 13:24:00","R-FP1003-066","3","v1.0","software"
"FP1003","Food & Beverage","The price of this Food & Beverage is excellent. money performance is noted.","Food & Beverage","csv","2026-03-17 02:36:00","R-FP1003-069","2","v1.1","price"
"FP1003","Food & Beverage","lens is bad 👎","Food & Beverage","csv","2026-03-17 17:48:00","R-FP1003-072","1","v1.0","camera"
"FP1003","Food & Beverage","The price of this Food & Beverage is decent. money performance is noted.","Food & Beverage","csv","2026-03-18 00:36:00","R-FP1003-074","3","v3.8","price"
"FP1003","Food & Beverage","The packaging of this Food & Beverage is excellent. shipping performance is noted.","Food & Beverage","csv","2026-03-18 16:48:00","R-FP1003-077","2","v1.6","packaging"
"FP1003","Food & Beverage","bohot badiya product hai","Food & Beverage","csv","2026-03-19 01:00:00","R-FP1003-080","4","v3.7","packaging"
"FP1003","Food & Beverage","The support of this Food & Beverage is decent. helpdesk performance is noted.","Food & Beverage","csv","2026-03-19 10:48:00","R-FP1003-082","4","v1.5","support"
"FP1003","Food & Beverage","The support of this Food & Beverage is decent. helpdesk performance is noted.","Food & Beverage","csv","2026-03-20 09:00:00","R-FP1003-085","5","v2.5","support"
"FP1003","Food & Beverage","The software of this Food & Beverage is poor. bugs performance is noted.","Food & Beverage","csv","2026-03-21 02:12:00","R-FP1003-088","4","v2.8","software"
"FP1003","Food & Beverage","waste of money hai","Food & Beverage","csv","2026-03-21 09:00:00","R-FP1003-090","3","v1.9","software"
"FP1003","Food & Beverage","The packaging of this Food & Beverage is decent. box performance is noted.","Food & Beverage","csv","2026-03-22 01:12:00","R-FP1003-093","1","v1.9","packaging"
"FP1003","Food & Beverage","photo is bad 🔥","Food & Beverage","csv","2026-03-22 18:24:00","R-FP1003-096","5","v1.3","camera"
"FP1003","Food & Beverage","The speed of this Food & Beverage is decent. fast performance is noted.","Food & Beverage","csv","2026-03-24 00:12:00","R-FP1003-098","2","v1.7","speed"
"FP1003","Food & Beverage","The software of this Food & Beverage is poor. interface performance is noted.","Food & Beverage","csv","2026-03-23 18:24:00","R-FP1003-101","2","v1.2","software"
"FP1003","Food & Beverage","The delivery of this Food & Beverage is excellent. courier performance is noted.","Food & Beverage","csv","2026-03-24 21:36:00","R-FP1003-104","5","v2.0","delivery"
"FP1003","Food & Beverage","The delivery of this Food & Beverage is poor. late performance is noted.","Food & Beverage","csv","2026-03-24 23:24:00","R-FP1003-106","2","v3.7","delivery"
"FP1003","Food & Beverage","The price of this Food & Beverage is excellent. cheap performance is noted.","Food & Beverage","csv","2026-03-26 01:36:00","R-FP1003-109","3","v3.3","price"
"FP1003","Food & Beverage","The camera of this Food & Beverage is poor. photo performance is noted.","Food & Beverage","csv","2026-03-26 05:48:00","R-FP1003-112","1","v3.4","camera"
"FP1003","Food & Beverage","The support of this Food & Beverage is excellent. customer service performance is noted.","Food & Beverage","csv","2026-03-27 07:36:00","R-FP1003-114","2","v2.0","support"
"FP1003","Food & Beverage","The battery of this Food & Beverage is poor. battery life performance is noted.","Food & Beverage","csv","2026-03-27 13:48:00","R-FP1003-117","1","v3.8","battery"
"FP1003","Food & Beverage","bohot badiya product hai","Food & Beverage","csv","2026-03-28 14:00:00","R-FP1003-120","3","v3.2","price"
"FP1003","Food & Beverage","The camera of this Food & Beverage is decent. video performance is noted.","Food & Beverage","csv","2026-03-29 03:48:00","R-FP1003-122","5","v1.8","camera"
"FP1003","Food & Beverage","REALLY BAD REALLY BAD","Food & Beverage","csv","2026-03-29 22:00:00","R-FP1003-125","3","v1.7","support"
"FP1003","Food & Beverage","The display of this Food & Beverage is excellent. screen performance is noted.","Food & Beverage","csv","2026-03-30 02:12:00","R-FP1003-128","4","v2.6","display"
"FP1003","Food & Beverage","theek thaak hai","Food & Beverage","csv","2026-03-30 17:00:00","R-FP1003-130","2","v2.6","camera"
"FP1003","Food & Beverage","The battery of this Food & Beverage is excellent. battery life performance is noted.","Food & Beverage","csv","2026-03-31 10:12:00","R-FP1003-133","5","v3.6","battery"
"FP1003","Food & Beverage","The support of this Food & Beverage is excellent. customer service performance is noted.","Food & Beverage","csv","2026-04-01 01:24:00","R-FP1003-136","3","v1.5","support"
"FP1003","Food & Beverage","The packaging of this Food & Beverage is poor. box performance is noted.","Food & Beverage","csv","2026-04-01 03:12:00","R-FP1003-138","1","v2.6","packaging"
"FP1003","Food & Beverage","The display of this Food & Beverage is poor. screen performance is noted.","Food & Beverage","csv","2026-04-02 11:24:00","R-FP1003-141","4","v3.6","display"
"FP1003","Food & Beverage","customer service is bad 🔥","Food & Beverage","csv","2026-04-03 05:36:00","R-FP1003-144","2","v2.3","support"
"FP1003","Food & Beverage","The camera of this Food & Beverage is decent. clear performance is noted.","Food & Beverage","csv","2026-04-03 07:24:00","R-FP1003-146","2","v2.3","camera"
"FP1003","Food & Beverage","The speed of this Food & Beverage is excellent. lag performance is noted.","Food & Beverage","csv","2026-04-03 17:36:00","R-FP1003-149","5","v2.1","speed"
"FP1003","Food & Beverage","The battery of this Food & Beverage is excellent. charging performance is noted.","Food & Beverage","csv","2026-04-04 23:48:00","R-FP1003-152","3","v2.9","battery"
"FP1003","Food & Beverage","The software of this Food & Beverage is decent. interface performance is noted.","Food & Beverage","csv","2026-04-04 23:36:00","R-FP1003-154","2","v1.9","software"
"FP1003","Food & Beverage","The packaging of this Food & Beverage is excellent. delivery performance is noted.","Food & Beverage","csv","2026-04-05 17:48:00","R-FP1003-157","5","v1.0","packaging"
"FP1003","Food & Beverage","waste of money hai","Food & Beverage","csv","2026-04-06 08:00:00","R-FP1003-160","5","v1.5","speed"
"FP1003","Food & Beverage","The speed of this Food & Beverage is decent. performance performance is noted.","Food & Beverage","csv","2026-04-07 00:48:00","R-FP1003-162","2","v3.9","speed"
"FP1003","Food & Beverage","totally great screen, broken in 2 days","Food & Beverage","csv","2026-04-07 13:00:00","R-FP1003-165","3","v1.5","price"
"FP1003","Food & Beverage","shipping is great 😊","Food & Beverage","csv","2026-04-08 11:12:00","R-FP1003-168","3","v3.2","packaging"
"FP1003","Food & Beverage","bohot badiya product hai","Food & Beverage","csv","2026-04-09 05:00:00","R-FP1003-170","1","v1.0","battery"
"FP1003","Food & Beverage","The speed of this Food & Beverage is excellent. performance performance is noted.","Food & Beverage","csv","2026-04-09 20:12:00","R-FP1003-173","5","v2.0","speed"
"FP1003","Food & Beverage","The delivery of this Food & Beverage is poor. ontime performance is noted.","Food & Beverage","csv","2026-04-10 07:24:00","R-FP1003-176","5","v3.7","delivery"
"FP1003","Food & Beverage","The software of this Food & Beverage is excellent. update performance is noted.","Food & Beverage","csv","2026-04-10 23:12:00","R-FP1003-178","4","v1.3","software"
"FP1003","Food & Beverage","The software of this Food & Beverage is poor. update performance is noted.","Food & Beverage","csv","2026-04-11 14:24:00","R-FP1003-181","4","v1.8","software"
"FP1003","Food & Beverage","The software of this Food & Beverage is decent. bugs performance is noted.","Food & Beverage","csv","2026-04-12 04:36:00","R-FP1003-184","3","v3.4","software"
"FP1003","Food & Beverage","The support of this Food & Beverage is poor. helpdesk performance is noted.","Food & Beverage","csv","2026-04-12 16:24:00","R-FP1003-186","2","v1.6","support"
"FP1003","Food & Beverage","The camera of this Food & Beverage is poor. video performance is noted.","Food & Beverage","csv","2026-04-13 05:36:00","R-FP1003-189","1","v3.3","camera"
"FP1003","Food & Beverage","photo is okay 🔥","Food & Beverage","csv","2026-04-13 18:48:00","R-FP1003-192","3","v2.2","camera"
"FP1003","Food & Beverage","The packaging of this Food & Beverage is poor. shipping performance is noted.","Food & Beverage","csv","2026-04-13 16:36:00","R-FP1003-194","2","v2.7","packaging"
"FP1003","Food & Beverage","The price of this Food & Beverage is poor. expensive performance is noted.","Food & Beverage","csv","2026-04-14 10:48:00","R-FP1003-197","2","v2.9","price"
"FP1004","Software Services","superb packing","Software Services","csv","2026-03-01 20:00:00","R-FP1004-000","2","v1.7","software"
"FP1004","Software Services","The support of this Software Services is poor. helpdesk performance is noted.","Software Services","csv","2026-03-01 13:48:00","R-FP1004-002","5","v2.0","support"
"FP1004","Software Services","The delivery of this Software Services is excellent. ontime performance is noted.","Software Services","csv","2026-03-02 13:00:00","R-FP1004-005","3","v3.3","delivery"
"FP1004","Software Services","The software of this Software Services is excellent. app performance is noted.","Software Services","csv","2026-03-03 12:12:00","R-FP1004-008","5","v1.7","software"
"FP1004","Software Services","theek thaak hai","Software Services","csv","2026-03-03 11:00:00","R-FP1004-010","3","v3.1","delivery"
"FP1004","Software Services","The speed of this Software Services is decent. slow performance is noted.","Software Services","csv","2026-03-04 11:12:00","R-FP1004-013","3","v2.9","speed"
"FP1004","Software Services","The battery of this Software Services is decent. battery life performance is noted.","Software Services","csv","2026-03-05 00:24:00","R-FP1004-016","5","v2.3","battery"
"FP1004","Software Services","The speed of this Software Services is excellent. lag performance is noted.","Software Services","csv","2026-03-05 12:12:00","R-FP1004-018","5","v3.1","speed"
"FP1004","Software Services","The packaging of this Software Services is excellent. box performance is noted.","Software Services","csv","2026-03-05 19:24:00","R-FP1004-021","4","v1.4","packaging"
"FP1004","Software Services","box is bad 🔥","Software Services","csv","2026-03-06 13:36:00","R-FP1004-024","4","v3.8","packaging"
"FP1004","Software Services","The price of this Software Services is poor. worth performance is noted.","Software Services","csv","2026-03-07 19:24:00","R-FP1004-026","1","v1.1","price"
"FP1004","Software Services","The software of this Software Services is poor. interface performance is noted.","Software Services","csv","2026-03-08 05:36:00","R-FP1004-029","1","v3.3","software"
"FP1004","Software Services","The packaging of this Software Services is decent. delivery performance is noted.","Software Services","csv","2026-03-08 18:48:00","R-FP1004-032","2","v2.5","packaging"
"FP1004","Software Services","The price of this Software Services is excellent. worth performance is noted.","Software Services","csv","2026-03-09 09:36:00","R-FP1004-034","3","v3.9","price"
"FP1004","Software Services","The battery of this Software Services is decent. battery life performance is noted.","Software Services","csv","2026-03-09 15:48:00","R-FP1004-037","1","v1.5","battery"
"FP1004","Software Services","waste of money hai","Software Services","csv","2026-03-10 03:00:00","R-FP1004-040","2","v1.4","delivery"
"FP1004","Software Services","The software of this Software Services is poor. update performance is noted.","Software Services","csv","2026-03-10 17:48:00","R-FP1004-042","1","v2.6","software"
"FP1004","Software Services","yeah right, very durable","Software Services","csv","2026-03-11 03:00:00","R-FP1004-045","1","v3.7","software"
"FP1004","Software Services","bugs is bad 👎","Software Services","csv","2026-03-12 11:12:00","R-FP1004-048","5","v1.1","software"
"FP1004","Software Services","The delivery of this Software Services is poor. ontime performance is noted.","Software Services","csv","2026-03-12 18:00:00","R-FP1004-050","3","v3.8","speed"
"FP1004","Software Services","The price of this Software Services is poor. cheap performance is noted.","Software Services","csv","2026-03-13 14:12:00","R-FP1004-053","1","v3.5","price"
"FP1004","Software Services","The delivery of this Software Services is decent. courier performance is noted.","Software Services","csv","2026-03-13 14:24:00","R-FP1004-056","3","v3.6","delivery"
"FP1004","Software Services","The packaging of this Software Services is excellent. packed performance is noted.","Software Services","csv","2026-03-14 17:12:00","R-FP1004-058","1","v3.3","packaging"
"FP1004","Software Services","The delivery of this Software Services is poor. courier performance is noted.","Software Services","csv","2026-03-14 23:24:00","R-FP1004-061","1","v3.7","delivery"
"FP1004","Software Services","The packaging of this Software Services is excellent. shipping performance is noted.","Software Services","csv","2026-03-15 18:36:00","R-FP1004-064","5","v3.7","packaging"
"FP1004","Software Services","The support of this Software Services is excellent. helpdesk performance is noted.","Software Services","csv","2026-03-16 03:24:00","R-FP1004-066","1","v2.4","support"
"FP1004","Software Services","The battery of this Software Services is excellent. charging performance is noted.","Software Services","csv","2026-03-16 14:36:00","R-FP1004-069","2","v1.7","battery"
"FP1004","Software Services","worth is great 😡","Software Services","csv","2026-03-17 21:48:00","R-FP1004-072","3","v3.5","price"
"FP1004","Software Services","The price of this Software Services is decent. expensive performance is noted.","Software Services","csv","2026-03-18 10:36:00","R-FP1004-074","1","v2.8","price"
"FP1004","Software Services","The camera of this Software Services is excellent. lens performance is noted.","Software Services","csv","2026-03-18 09:48:00","R-FP1004-077","2","v1.8","camera"
"FP1004","Software Services","bohot badiya product hai","Software Services","csv","2026-03-19 08:00:00","R-FP1004-080","4","v2.2","delivery"
"FP1004","Software Services","The display of this Software Services is poor. screen performance is noted.","Software Services","csv","2026-03-19 13:48:00","R-FP1004-082","4","v2.6","display"
"FP1004","Software Services","The display of this Software Services is decent. brightness performance is noted.","Software Services","csv","2026-03-21 00:00:00","R-FP1004-085","1","v3.3","display"
"FP1004","Software Services","The speed of this Software Services is decent. fast performance is noted.","Software Services","csv","2026-03-21 11:12:00","R-FP1004-088","1","v3.1","speed"
"FP1004","Software Services","waste of money hai","Software Services","csv","2026-03-21 09:00:00","R-FP1004-090","2","v3.9","delivery"
"FP1004","Software Services","The camera of this Software Services is decent. photo performance is noted.","Software Services","csv","2026-03-21 22:12:00","R-FP1004-093","4","v3.5","camera"
"FP1004","Software Services","shipping is great 👍","Software Services","csv","2026-03-22 16:24:00","R-FP1004-096","3","v2.8","packaging"
"FP1004","Software Services","The speed of this Software Services is poor. lag performance is noted.","Software Services","csv","2026-03-23 22:12:00","R-FP1004-098","3","v3.1","speed"
"FP1004","Software Services","The display of this Software Services is excellent. brightness performance is noted.","Software Services","csv","2026-03-24 11:24:00","R-FP1004-101","1","v2.8","display"
"FP1004","Software Services","The delivery of this Software Services is poor. ontime performance is noted.","Software Services","csv","2026-03-24 21:36:00","R-FP1004-104","5","v2.4","delivery"
"FP1004","Software Services","The support of this Software Services is poor. customer service performance is noted.","Software Services","csv","2026-03-25 03:24:00","R-FP1004-106","1","v3.5","support"
"FP1004","Software Services","The display of this Software Services is excellent. brightness performance is noted.","Software Services","csv","2026-03-25 21:36:00","R-FP1004-109","5","v2.9","display"
"FP1004","Software Services","The delivery of this Software Services is poor. courier performance is noted.","Software Services","csv","2026-03-26 07:48:00","R-FP1004-112","1","v1.3","delivery"
"FP1004","Software Services","The delivery of this Software Services is decent. ontime performance is noted.","Software Services","csv","2026-03-27 00:36:00","R-FP1004-114","2","v1.3","delivery"
"FP1004","Software Services","The speed of this Software Services is poor. lag performance is noted.","Software Services","csv","2026-03-28 02:48:00","R-FP1004-117","3","v2.6","speed"
"FP1004","Software Services","superb packing","Software Services","csv","2026-03-28 10:00:00","R-FP1004-120","5","v3.9","delivery"
"FP1004","Software Services","The packaging of this Software Services is poor. box performance is noted.","Software Services","csv","2026-03-28 22:48:00","R-FP1004-122","3","v2.1","packaging"
"FP1004","Software Services","OK OK OK","Software Services","csv","2026-03-29 17:00:00","R-FP1004-125","1","v1.4","speed"
"FP1004","Software Services","The delivery of this Software Services is decent. courier performance is noted.","Software Services","csv","2026-03-30 12:12:00","R-FP1004-128","3","v1.5","delivery"
"FP1004","Software Services","quality achi nahi hai","Software Services","csv","2026-03-31 04:00:00","R-FP1004-130","2","v3.3","support"
"FP1004","Software Services","The price of this Software Services is excellent. expensive performance is noted.","Software Services","csv","2026-03-30 23:12:00","R-FP1004-133","4","v1.7","price"
"FP1004","Software Services","The packaging of this Software Services is excellent. delivery performance is noted.","Software Services","csv","2026-04-01 03:24:00","R-FP1004-136","5","v2.2","packaging"
"FP1004","Software Services","The delivery of this Software Services is decent. ontime performance is noted.","Software Services","csv","2026-04-01 04:12:00","R-FP1004-138","5","v2.5","delivery"
"FP1004","Software Services","The packaging of this Software Services is decent. shipping performance is noted.","Software Services","csv","2026-04-02 08:24:00","R-FP1004-141","1","v1.9","packaging"
"FP1004","Software Services","photo is okay 🔥","Software Services","csv","2026-04-02 18:36:00","R-FP1004-144","5","v1.4","camera"
"FP1004","Software Services","The camera of this Software Services is decent. lens performance is noted.","Software Services","csv","2026-04-03 17:24:00","R-FP1004-146","4","v1.8","camera"
"FP1004","Software Services","The display of this Software Services is excellent. screen performance is noted.","Software Services","csv","2026-04-03 14:36:00","R-FP1004-149","3","v2.5","display"
"FP1004","Software Services","The battery of this Software Services is poor. battery life performance is noted.","Software Services","csv","2026-04-04 14:48:00","R-FP1004-152","2","v3.2","battery"
"FP1004","Software Services","The packaging of this Software Services is poor. shipping performance is noted.","Software Services","csv","2026-04-05 06:36:00","R-FP1004-154","1","v2.6","packaging"
"FP1004","Software Services","The price of this Software Services is excellent. cheap performance is noted.","Software Services","csv","2026-04-05 19:48:00","R-FP1004-157","5","v1.0","price"
"FP1004","Software Services","bohot badiya product hai","Software Services","csv","2026-04-06 08:00:00","R-FP1004-160","1","v3.7","support"
"FP1004","Software Services","The support of this Software Services is excellent. refund performance is noted.","Software Services","csv","2026-04-07 02:48:00","R-FP1004-162","2","v3.7","support"
"FP1004","Software Services","totally great screen, broken in 2 days","Software Services","csv","2026-04-07 14:00:00","R-FP1004-165","4","v3.2","delivery"
"FP1004","Software Services","worth is bad 🔥","Software Services","csv","2026-04-08 10:12:00","R-FP1004-168","5","v1.5","price"
"FP1004","Software Services","quality achi nahi hai","Software Services","csv","2026-04-08 08:00:00","R-FP1004-170","2","v2.2","camera"
"FP1004","Software Services","The display of this Software Services is poor. colors performance is noted.","Software Services","csv","2026-04-09 02:12:00","R-FP1004-173","3","v3.7","display"
"FP1004","Software Services","The speed of this Software Services is excellent. slow performance is noted.","Software Services","csv","2026-04-10 09:24:00","R-FP1004-176","2","v1.5","speed"
"FP1004","Software Services","The camera of this Software Services is poor. photo performance is noted.","Software Services","csv","2026-04-10 01:12:00","R-FP1004-178","2","v1.8","camera"
"FP1004","Software Services","The packaging of this Software Services is poor. delivery performance is noted.","Software Services","csv","2026-04-10 19:24:00","R-FP1004-181","5","v3.3","packaging"
"FP1004","Software Services","The price of this Software Services is decent. worth performance is noted.","Software Services","csv","2026-04-12 07:36:00","R-FP1004-184","2","v2.0","price"
"FP1004","Software Services","The camera of this Software Services is decent. lens performance is noted.","Software Services","csv","2026-04-12 04:24:00","R-FP1004-186","2","v1.5","camera"
"FP1004","Software Services","The delivery of this Software Services is poor. late performance is noted.","Software Services","csv","2026-04-13 02:36:00","R-FP1004-189","5","v2.8","delivery"
"FP1004","Software Services","update is great 👎","Software Services","csv","2026-04-13 11:48:00","R-FP1004-192","1","v1.1","software"
"FP1004","Software Services","The software of this Software Services is excellent. bugs performance is noted.","Software Services","csv","2026-04-14 06:36:00","R-FP1004-194","2","v3.0","software"
"FP1004","Software Services","The software of this Software Services is decent. bugs performance is noted.","Software Services","csv","2026-04-14 12:48:00","R-FP1004-197","5","v1.6","software"
